# Parameters and options used in calculation
# 20   Projectile charge
# 50   Projectile mass
# 100   Target charge
# 257   Target mass
# 1   Shell correction
# 1   Shell-correction factor
# 0.1   Stepsize for the kinetic energy
# 1   Level-density parameter used
# 19   Damping-shell energy used
# 1   af/an ratio
# 0.4   Correction factor for the moment of inertia
# 0   Mass table used
# 1   Pairing correction
# 1   Kramers-Strutinsky factor
# 1   Collective enhancement factor
# 5e+21   Reduced friction used
# 1   Potential curvature in the ground state (MeV)
# 1   Potential curvature at the saddle point (MeV)
# 1   Evaporation model used
# 0   Hill-Wheeler penetration factor used
# 1   Fission-barrier model used
# 20   Minimum excitation energy
# 50   Maximum excitation energy
# 0.1   Stepsize for the spectral discretization
# 0.1   Stepsize for plotting the excitation function
# 0   Minimum angular momentum
# 199   Maximum angular momentum
# 4   Number of emitted neutrons
# 0   Number of emitted protons
# 1   Types of emitted particles at each step
# 0   Gamma-ray emission
# 1   Gamma-ray emission model used
# 0   Fission-time calculation
# 1.1   Time factor
# 1e-06   Cut-off for the transmission coefficient
# 1e-50   Cut-off for the decay width
# 0   Fusion model used
# 0, 0   Barrier-distribution parameters
# 32   Number of abscissas for the G-L integration
# CaPu.dat   Name of the fusion data file
# Koura.dat   Name of the nuclear data file
# MollerFisBar.dat   Name of the fission-barrier data file
# cross-sections.dat   Name of the output file
# Estar	Ecm	Elab	Fusion	0n0p	1n0p	2n0p	3n0p	4n0p   
3.050000e+01   2.130853e+02   2.545415e+02   2.731217e+02   0.000000e+00   5.062398e-12   3.053145e-07   1.301105e-03   1.415426e-02   
3.060000e+01   2.131853e+02   2.546610e+02   2.756827e+02   0.000000e+00   4.612080e-12   2.802425e-07   1.223577e-03   1.449201e-02   
3.070000e+01   2.132853e+02   2.547805e+02   2.782406e+02   0.000000e+00   4.202170e-12   2.572329e-07   1.150269e-03   1.482420e-02   
3.080000e+01   2.133853e+02   2.548999e+02   2.807970e+02   0.000000e+00   3.829034e-12   2.361175e-07   1.080997e-03   1.514957e-02   
3.090000e+01   2.134853e+02   2.550194e+02   2.833489e+02   0.000000e+00   3.489309e-12   2.167380e-07   1.015559e-03   1.546658e-02   
3.100000e+01   2.135853e+02   2.551388e+02   2.859001e+02   0.000000e+00   3.180027e-12   1.989548e-07   9.537910e-04   1.577403e-02   
3.110000e+01   2.136853e+02   2.552583e+02   2.884479e+02   0.000000e+00   2.898408e-12   1.826344e-07   8.955047e-04   1.607036e-02   
3.120000e+01   2.137853e+02   2.553777e+02   2.909946e+02   0.000000e+00   2.641979e-12   1.676579e-07   8.405369e-04   1.635430e-02   
3.130000e+01   2.138853e+02   2.554972e+02   2.935386e+02   0.000000e+00   2.408453e-12   1.539135e-07   7.887175e-04   1.662439e-02   
3.140000e+01   2.139853e+02   2.556166e+02   2.960770e+02   0.000000e+00   2.195746e-12   1.412985e-07   7.398807e-04   1.687917e-02   
3.150000e+01   2.140853e+02   2.557361e+02   2.986154e+02   0.000000e+00   2.002026e-12   1.297226e-07   6.938880e-04   1.711770e-02   
3.160000e+01   2.141853e+02   2.558556e+02   3.011489e+02   0.000000e+00   1.825552e-12   1.190979e-07   6.505803e-04   1.733854e-02   
3.170000e+01   2.142853e+02   2.559750e+02   3.036815e+02   0.000000e+00   1.664799e-12   1.093477e-07   6.098256e-04   1.754087e-02   
3.180000e+01   2.143853e+02   2.560945e+02   3.062115e+02   0.000000e+00   1.518344e-12   1.003993e-07   5.714847e-04   1.772362e-02   
3.190000e+01   2.144853e+02   2.562139e+02   3.087404e+02   0.000000e+00   1.384910e-12   9.218707e-08   5.354306e-04   1.788604e-02   
3.200000e+01   2.145853e+02   2.563334e+02   3.112658e+02   0.000000e+00   1.263319e-12   8.464951e-08   5.015348e-04   1.802726e-02   
3.210000e+01   2.146853e+02   2.564528e+02   3.137867e+02   0.000000e+00   1.152507e-12   7.773085e-08   4.696778e-04   1.814663e-02   
3.220000e+01   2.147853e+02   2.565723e+02   3.163065e+02   0.000000e+00   1.051520e-12   7.138093e-08   4.397520e-04   1.824388e-02   
3.230000e+01   2.148853e+02   2.566917e+02   3.188228e+02   0.000000e+00   9.594733e-13   6.555237e-08   4.116464e-04   1.831855e-02   
3.240000e+01   2.149853e+02   2.568112e+02   3.213386e+02   0.000000e+00   8.755742e-13   6.020273e-08   3.852618e-04   1.837057e-02   
3.250000e+01   2.150853e+02   2.569306e+02   3.238491e+02   0.000000e+00   7.990832e-13   5.529170e-08   3.604951e-04   1.839963e-02   
3.260000e+01   2.151853e+02   2.570501e+02   3.263601e+02   0.000000e+00   7.293528e-13   5.078410e-08   3.372600e-04   1.840607e-02   
3.270000e+01   2.152853e+02   2.571696e+02   3.288651e+02   0.000000e+00   6.657662e-13   4.664571e-08   3.154616e-04   1.838971e-02   
3.280000e+01   2.153853e+02   2.572890e+02   3.313708e+02   0.000000e+00   6.077893e-13   4.284704e-08   2.950228e-04   1.835119e-02   
3.290000e+01   2.154853e+02   2.574085e+02   3.338711e+02   0.000000e+00   5.549118e-13   3.935935e-08   2.758586e-04   1.829056e-02   
3.300000e+01   2.155853e+02   2.575279e+02   3.363721e+02   0.000000e+00   5.066900e-13   3.615773e-08   2.578990e-04   1.820865e-02   
3.310000e+01   2.156853e+02   2.576474e+02   3.388693e+02   0.000000e+00   4.627033e-13   3.321814e-08   2.410691e-04   1.810577e-02   
3.320000e+01   2.157853e+02   2.577668e+02   3.413624e+02   0.000000e+00   4.225757e-13   3.051899e-08   2.253015e-04   1.798258e-02   
3.330000e+01   2.158853e+02   2.578863e+02   3.438535e+02   0.000000e+00   3.859677e-13   2.804072e-08   2.105339e-04   1.783992e-02   
3.340000e+01   2.159853e+02   2.580057e+02   3.463432e+02   0.000000e+00   3.525679e-13   2.576519e-08   1.967064e-04   1.767862e-02   
3.350000e+01   2.160853e+02   2.581252e+02   3.488313e+02   0.000000e+00   3.220918e-13   2.367570e-08   1.837617e-04   1.749953e-02   
3.360000e+01   2.161853e+02   2.582447e+02   3.513136e+02   0.000000e+00   2.942772e-13   2.175668e-08   1.716440e-04   1.730334e-02   
3.370000e+01   2.162853e+02   2.583641e+02   3.537954e+02   0.000000e+00   2.688937e-13   1.999447e-08   1.603053e-04   1.709127e-02   
3.380000e+01   2.163853e+02   2.584836e+02   3.562738e+02   0.000000e+00   2.457241e-13   1.837602e-08   1.496962e-04   1.686414e-02   
3.390000e+01   2.164853e+02   2.586030e+02   3.587514e+02   0.000000e+00   2.245750e-13   1.688964e-08   1.397727e-04   1.662308e-02   
3.400000e+01   2.165853e+02   2.587225e+02   3.612246e+02   0.000000e+00   2.052660e-13   1.552434e-08   1.304910e-04   1.636894e-02   
3.410000e+01   2.166853e+02   2.588419e+02   3.636970e+02   0.000000e+00   1.876375e-13   1.427034e-08   1.218123e-04   1.610292e-02   
3.420000e+01   2.167853e+02   2.589614e+02   3.661646e+02   0.000000e+00   1.715395e-13   1.311835e-08   1.136975e-04   1.582586e-02   
3.430000e+01   2.168853e+02   2.590808e+02   3.686313e+02   0.000000e+00   1.568395e-13   1.206015e-08   1.061125e-04   1.553896e-02   
3.440000e+01   2.169853e+02   2.592003e+02   3.710957e+02   0.000000e+00   1.434140e-13   1.108802e-08   9.902334e-05   1.524319e-02   
3.450000e+01   2.170853e+02   2.593198e+02   3.735586e+02   0.000000e+00   1.311517e-13   1.019492e-08   9.239889e-05   1.493957e-02   
3.460000e+01   2.171853e+02   2.594392e+02   3.760159e+02   0.000000e+00   1.199492e-13   9.374274e-09   8.620867e-05   1.462893e-02   
3.470000e+01   2.172853e+02   2.595587e+02   3.784720e+02   0.000000e+00   1.097154e-13   8.620275e-09   8.042604e-05   1.431241e-02   
3.480000e+01   2.173853e+02   2.596781e+02   3.809274e+02   0.000000e+00   1.003655e-13   7.927474e-09   7.502497e-05   1.399095e-02   
3.490000e+01   2.174853e+02   2.597976e+02   3.833803e+02   0.000000e+00   9.182202e-14   7.290833e-09   6.998066e-05   1.366540e-02   
3.500000e+01   2.175853e+02   2.599170e+02   3.858277e+02   0.000000e+00   8.401383e-14   6.705711e-09   6.526962e-05   1.333653e-02   
3.510000e+01   2.176853e+02   2.600365e+02   3.882740e+02   0.000000e+00   7.687787e-14   6.167982e-09   6.087112e-05   1.300532e-02   
